"Gender","Customer Type","Age","Type of Travel","Class","Flight Distance","Inflight wifi service","Departure/Arrival time convenient","Ease of Online booking","Gate location","Food and drink","Online boarding","Seat comfort","Inflight entertainment","On-board service","Leg room service","Baggage handling","Checkin service","Inflight service","Cleanliness","Departure Delay in Minutes","Arrival Delay in Minutes","satisfaction"
"Female","Loyal Customer",23,"Personal Travel","Business",583,"1","4","2","1","3","2","3","3","5","2","5","4","5","3",17,19,"neutral or dissatisfied"
"Male","disloyal Customer",25,"Business travel","Eco",859,"2","2","2","4","1","2","1","1","3","1","4","1","3","1",11,15,"neutral or dissatisfied"
"Female","Loyal Customer",38,"Business travel","Eco",302,"3","2","2","2","3","5","3","3","2","4","2","1","1","3",0,0,"satisfied"
"Female","Loyal Customer",18,"Personal Travel","Eco",533,"2","1","2","3","5","2","4","5","1","3","3","3","4","5",25,11,"neutral or dissatisfied"
"Male","Loyal Customer",55,"Personal Travel","Eco Plus",325,"4","4","4","4","4","2","2","5","3","3","5","2","1","2",168,160,"neutral or dissatisfied"
"Female","Loyal Customer",46,"Business travel","Business",1887,"5","5","1","5","4","5","5","3","3","2","3","4","3","4",112,108,"satisfied"
"Female","Loyal Customer",22,"Business travel","Business",2499,"2","3","3","3","2","2","2","2","4","5","4","4","4","2",2,0,"neutral or dissatisfied"
"Male","Loyal Customer",32,"Business travel","Eco",907,"4","4","4","4","4","4","4","4","4","4","4","5","2","4",0,1,"satisfied"
"Male","disloyal Customer",42,"Business travel","Business",762,"3","3","3","1","2","3","2","2","3","2","5","4","4","2",2,21,"satisfied"
"Female","Loyal Customer",43,"Business travel","Business",1605,"5","5","5","5","3","3","3","4","3","4","4","3","4","3",171,137,"satisfied"
"Male","Loyal Customer",19,"Personal Travel","Eco",926,"5","5","5","4","2","5","2","2","4","3","5","5","4","2",0,0,"satisfied"
"Male","Loyal Customer",8,"Personal Travel","Eco",562,"2","4","2","3","3","2","3","3","4","4","5","3","4","3",0,9,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Business travel","Business",3541,"3","3","4","3","3","5","4","3","3","3","3","4","3","3",0,0,"satisfied"
"Female","Loyal Customer",57,"Business travel","Business",2470,"0","0","0","2","4","3","3","4","4","4","4","4","4","2",0,0,"satisfied"
"Female","Loyal Customer",22,"Personal Travel","Eco Plus",183,"3","4","0","2","4","0","4","4","3","4","5","5","4","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",55,"Personal Travel","Eco",1471,"2","2","2","4","1","3","3","3","3","2","2","2","3","1",0,3,"neutral or dissatisfied"
"Female","Loyal Customer",37,"Business travel","Business",1766,"3","5","2","5","3","3","3","2","3","4","4","3","3","3",108,133,"neutral or dissatisfied"
"Male","Loyal Customer",60,"Business travel","Business",515,"1","1","1","1","4","4","4","4","4","4","4","4","4","3",11,31,"satisfied"
"Female","Loyal Customer",50,"Business travel","Business",1618,"1","0","0","4","5","3","4","3","3","0","4","3","3","4",22,2,"neutral or dissatisfied"
"Female","Loyal Customer",54,"Personal Travel","Eco",157,"2","3","2","2","5","1","3","5","5","2","5","4","5","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",72,"Business travel","Eco Plus",602,"3","4","4","4","4","2","3","3","3","3","3","2","3","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",45,"Business travel","Business",1795,"2","2","2","2","4","4","4","4","4","4","4","4","4","4",0,10,"satisfied"
"Male","Loyal Customer",38,"Business travel","Eco",557,"2","2","2","2","2","2","2","2","2","4","4","3","3","2",0,24,"neutral or dissatisfied"
"Female","Loyal Customer",43,"Business travel","Business",1352,"2","2","2","2","2","5","4","4","4","4","4","5","4","5",0,0,"satisfied"
"Male","Loyal Customer",29,"Business travel","Business",551,"4","4","4","4","5","5","5","5","5","4","5","5","4","5",7,9,"satisfied"
"Male","disloyal Customer",26,"Business travel","Eco",861,"2","2","2","1","5","2","5","5","1","4","3","5","1","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Business travel","Business",2248,"5","5","5","5","5","3","5","4","4","4","4","3","4","5",56,61,"satisfied"
"Male","Loyal Customer",68,"Business travel","Business",1891,"3","3","3","3","2","4","4","3","3","3","3","3","3","4",0,4,"neutral or dissatisfied"
"Female","disloyal Customer",29,"Business travel","Business",781,"4","4","4","5","4","4","4","4","5","5","5","4","4","4",0,0,"satisfied"
"Female","Loyal Customer",55,"Business travel","Business",1867,"3","3","3","3","2","4","4","4","4","4","4","2","4","5",0,0,"satisfied"
"Male","Loyal Customer",8,"Personal Travel","Eco",604,"2","5","2","3","5","2","5","5","4","5","4","3","1","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Business travel","Eco Plus",327,"3","3","3","3","3","1","2","3","3","3","3","3","3","3",32,31,"neutral or dissatisfied"
"Female","disloyal Customer",24,"Business travel","Business",1258,"4","4","4","3","2","4","2","2","5","5","5","3","4","2",3,0,"satisfied"
"Male","Loyal Customer",80,"Business travel","Business",3923,"3","1","1","1","4","4","4","3","3","2","3","2","3","2",1,2,"neutral or dissatisfied"
"Male","Loyal Customer",27,"Business travel","Business",2381,"1","4","4","4","1","1","1","1","1","2","4","1","4","1",4,0,"neutral or dissatisfied"
"Male","Loyal Customer",65,"Business travel","Business",1849,"3","3","3","3","3","5","5","5","5","4","5","3","5","5",0,0,"satisfied"
"Male","Loyal Customer",59,"Personal Travel","Eco",240,"2","5","0","2","3","0","4","3","5","3","5","4","5","3",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",40,"Business travel","Business",1444,"2","2","2","2","2","2","2","2","4","5","5","5","5","2",8,13,"neutral or dissatisfied"
"Male","disloyal Customer",30,"Business travel","Business",762,"5","5","5","3","2","5","2","2","4","3","4","5","5","2",5,0,"satisfied"
"Male","Loyal Customer",28,"Business travel","Eco",399,"1","0","0","1","5","0","5","5","3","3","2","1","1","5",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",61,"Business travel","Eco",399,"3","3","3","5","4","3","1","4","4","2","3","1","3","4",1,4,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Business travel","Eco",383,"4","4","4","4","5","4","5","5","2","1","4","5","4","5",0,0,"satisfied"
"Female","Loyal Customer",31,"Business travel","Business",1500,"5","5","5","5","5","4","5","5","5","2","5","4","4","5",0,0,"satisfied"
"Female","disloyal Customer",22,"Business travel","Business",197,"5","5","5","2","4","5","2","4","3","5","4","3","5","4",24,17,"satisfied"
"Male","disloyal Customer",26,"Business travel","Eco",1747,"4","3","3","3","2","4","2","2","4","5","4","3","4","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",47,"Business travel","Business",500,"3","3","3","3","4","3","3","3","3","3","3","1","3","4",0,1,"neutral or dissatisfied"
"Female","Loyal Customer",8,"Business travel","Business",2615,"2","5","5","5","2","2","2","2","1","4","3","3","3","2",6,38,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Personal Travel","Eco",775,"4","5","4","2","3","5","4","3","3","4","5","3","3","5",0,0,"satisfied"
"Female","Loyal Customer",30,"Business travel","Eco",604,"5","4","4","4","5","5","5","5","2","5","5","2","3","5",5,0,"satisfied"
"Male","Loyal Customer",29,"Business travel","Business",1504,"1","1","1","1","4","4","4","4","3","1","1","4","1","4",0,5,"satisfied"
"Male","Loyal Customer",42,"Business travel","Business",3369,"4","4","5","4","2","4","4","4","4","4","4","5","4","3",2,2,"satisfied"
"Male","Loyal Customer",41,"Business travel","Business",3298,"4","4","4","4","4","4","5","4","4","4","4","5","4","5",0,0,"satisfied"
"Female","Loyal Customer",53,"Business travel","Eco Plus",1521,"2","4","4","4","5","4","4","2","2","2","2","3","2","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Business travel","Business",2917,"2","2","2","2","4","4","4","4","1","3","3","4","5","4",0,25,"satisfied"
"Male","disloyal Customer",24,"Business travel","Eco",1117,"2","2","2","5","2","2","2","2","4","3","5","5","5","2",2,0,"neutral or dissatisfied"
"Female","disloyal Customer",33,"Business travel","Eco",125,"1","0","1","4","3","1","3","3","5","5","1","2","4","3",2,0,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Business travel","Business",2824,"1","1","1","1","4","5","4","5","5","5","5","3","5","5",0,8,"satisfied"
"Male","Loyal Customer",51,"Business travel","Business",680,"2","2","2","2","1","1","3","4","4","4","4","3","4","2",0,0,"satisfied"
"Female","Loyal Customer",67,"Personal Travel","Eco",588,"4","4","4","3","3","5","4","3","3","4","3","4","3","4",15,5,"satisfied"
"Male","Loyal Customer",58,"Business travel","Eco",250,"4","4","4","4","4","4","4","4","1","1","3","3","3","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",53,"Business travel","Business",67,"3","3","3","3","2","5","1","5","5","5","5","1","5","1",0,0,"satisfied"
"Female","Loyal Customer",14,"Personal Travel","Eco",77,"3","4","0","4","5","0","5","5","5","3","4","4","5","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",55,"Business travel","Business",2442,"5","5","2","5","1","4","3","4","4","4","4","4","4","4",14,7,"satisfied"
"Female","Loyal Customer",29,"Business travel","Business",1428,"5","5","5","5","5","5","5","5","2","3","4","2","3","5",0,0,"satisfied"
"Male","Loyal Customer",34,"Business travel","Eco",2717,"4","4","4","4","4","4","4","3","2","4","4","4","4","4",0,0,"satisfied"
"Female","Loyal Customer",41,"Business travel","Business",546,"1","1","1","1","4","4","4","4","4","4","4","3","4","4",55,51,"satisfied"
"Male","Loyal Customer",61,"Personal Travel","Eco",1521,"3","2","3","3","4","3","4","4","1","4","3","4","3","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",26,"Business travel","Business",3846,"1","1","1","1","4","4","4","4","3","2","5","4","4","4",16,7,"satisfied"
"Female","Loyal Customer",54,"Business travel","Eco",569,"5","5","4","5","4","1","5","5","5","5","5","1","5","3",0,10,"satisfied"
"Male","disloyal Customer",32,"Business travel","Business",888,"2","2","2","3","3","2","3","3","3","2","5","5","4","3",7,1,"neutral or dissatisfied"
"Male","disloyal Customer",38,"Business travel","Eco",1242,"4","4","4","2","2","4","2","2","4","1","2","4","3","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",57,"Business travel","Business",368,"3","3","3","3","4","4","4","4","4","4","4","4","4","3",0,0,"satisfied"
"Female","Loyal Customer",77,"Business travel","Business",2172,"2","3","4","3","3","2","1","2","2","2","2","2","2","1",14,0,"neutral or dissatisfied"
"Female","disloyal Customer",26,"Business travel","Business",584,"0","0","0","4","4","0","4","4","4","2","5","5","5","4",24,11,"satisfied"
"Female","Loyal Customer",57,"Business travel","Business",2920,"2","2","2","2","5","4","4","4","4","4","4","4","4","4",0,0,"satisfied"
"Male","Loyal Customer",39,"Business travel","Business",577,"5","5","5","5","3","5","4","3","3","3","3","3","3","5",0,0,"satisfied"
"Male","disloyal Customer",40,"Business travel","Business",214,"3","3","3","3","4","3","4","4","2","1","4","3","3","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",29,"Business travel","Business",351,"1","1","1","1","4","4","4","4","4","3","5","3","4","4",0,5,"satisfied"
"Male","Loyal Customer",50,"Business travel","Business",109,"2","2","2","2","3","5","2","4","4","4","5","4","4","2",0,0,"satisfied"
"Male","disloyal Customer",25,"Business travel","Eco",977,"3","3","3","4","3","3","3","3","4","2","5","3","1","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Business travel","Business",2502,"2","3","3","3","3","4","4","2","2","2","2","4","2","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",47,"Business travel","Business",2767,"4","4","4","4","2","5","4","5","5","5","5","5","5","4",0,0,"satisfied"
"Male","Loyal Customer",60,"Business travel","Eco",589,"3","3","5","5","3","3","3","3","4","1","4","1","3","3",20,0,"neutral or dissatisfied"
"Female","Loyal Customer",68,"Personal Travel","Eco",746,"3","5","3","2","5","5","5","2","2","3","2","4","2","3",27,37,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Business travel","Eco",449,"2","1","1","1","2","4","3","2","2","2","2","2","2","2",35,43,"neutral or dissatisfied"
"Female","disloyal Customer",49,"Business travel","Business",2556,"4","4","4","3","4","4","4","4","5","4","3","4","4","4",60,25,"satisfied"
"Female","disloyal Customer",27,"Business travel","Business",533,"2","1","1","4","5","1","5","5","5","5","4","4","4","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",54,"Business travel","Business",3330,"2","2","2","2","5","4","4","4","4","4","4","5","4","3",0,28,"satisfied"
"Female","disloyal Customer",30,"Business travel","Eco",763,"3","3","3","3","2","3","2","2","1","1","3","2","3","2",45,41,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Business travel","Business",2943,"3","3","3","3","5","5","5","5","4","4","5","4","4","5",0,0,"satisfied"
"Female","Loyal Customer",23,"Business travel","Business",992,"3","3","3","3","3","3","3","3","5","2","4","3","5","3",60,40,"satisfied"
"Male","Loyal Customer",60,"Business travel","Business",2815,"4","4","4","4","5","4","4","5","5","5","5","3","5","5",37,25,"satisfied"
"Female","Loyal Customer",42,"Business travel","Business",337,"2","2","2","2","2","5","4","5","5","5","5","3","5","4",58,57,"satisfied"
"Female","disloyal Customer",38,"Business travel","Business",444,"2","2","2","4","3","2","3","3","3","4","5","5","5","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",8,"Personal Travel","Eco",1476,"3","4","3","4","2","3","2","2","3","1","3","3","3","2",7,22,"neutral or dissatisfied"
"Male","Loyal Customer",17,"Business travel","Business",396,"1","5","5","5","1","2","1","1","3","3","3","1","3","1",3,6,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Business travel","Business",765,"2","2","2","2","4","5","5","4","4","5","4","4","4","4",0,27,"satisfied"
"Female","Loyal Customer",35,"Personal Travel","Eco",158,"2","4","0","2","4","0","4","4","4","2","4","5","4","4",0,13,"neutral or dissatisfied"
"Male","Loyal Customer",29,"Personal Travel","Eco",2475,"3","1","3","3","3","3","3","1","3","3","3","3","1","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",47,"Business travel","Business",936,"5","5","5","5","2","4","4","5","5","5","5","5","5","4",0,6,"satisfied"
"Female","Loyal Customer",45,"Business travel","Eco",1009,"2","2","2","2","5","2","3","2","2","2","2","2","2","2",0,8,"neutral or dissatisfied"
"Male","Loyal Customer",65,"Personal Travel","Eco",1074,"3","4","3","3","5","3","5","5","5","3","5","3","4","5",11,20,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Business travel","Business",2025,"3","5","5","5","3","2","2","3","3","3","3","3","3","1",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",46,"Business travel","Business",2504,"2","3","3","3","4","2","4","4","5","5","3","4","4","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business travel","Business",170,"1","1","1","1","4","3","4","4","4","5","5","1","4","5",0,0,"satisfied"
"Male","disloyal Customer",30,"Business travel","Eco",828,"3","2","2","3","4","2","4","4","1","2","5","2","2","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",17,"Personal Travel","Eco",1440,"2","4","2","4","2","2","2","2","3","2","5","5","4","2",11,0,"neutral or dissatisfied"
"Female","Loyal Customer",45,"Business travel","Eco",525,"4","3","4","4","2","3","1","4","4","4","4","5","4","5",0,0,"satisfied"
"Male","Loyal Customer",39,"Business travel","Business",2211,"2","2","2","2","5","5","5","4","4","4","4","4","4","3",3,2,"satisfied"
"Male","Loyal Customer",36,"Business travel","Business",1299,"2","2","2","2","5","4","5","5","5","5","5","3","5","5",45,29,"satisfied"
"Male","Loyal Customer",36,"Business travel","Business",2260,"3","4","4","4","2","3","4","3","3","3","3","3","3","4",17,8,"neutral or dissatisfied"
"Male","Loyal Customer",35,"Business travel","Business",2400,"2","5","2","2","5","4","4","2","2","2","2","3","2","3",63,55,"satisfied"
"Female","disloyal Customer",26,"Business travel","Business",631,"3","0","3","3","2","3","2","2","5","3","4","5","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",9,"Personal Travel","Eco",594,"2","1","2","2","2","2","2","2","1","5","3","3","2","2",0,6,"neutral or dissatisfied"
"Female","Loyal Customer",46,"Business travel","Business",888,"1","1","1","1","5","4","4","4","4","5","4","3","4","5",10,20,"satisfied"
"Female","Loyal Customer",15,"Personal Travel","Eco Plus",883,"1","0","1","4","5","1","4","5","3","4","5","4","4","5",0,3,"neutral or dissatisfied"
"Male","Loyal Customer",45,"Business travel","Business",2139,"3","3","5","3","5","5","5","5","5","5","5","3","5","5",0,0,"satisfied"
"Female","Loyal Customer",15,"Personal Travel","Eco",192,"4","5","0","4","5","0","1","5","5","5","4","4","5","5",0,11,"neutral or dissatisfied"
"Female","disloyal Customer",27,"Business travel","Eco",456,"2","2","2","2","5","2","5","5","4","2","1","1","2","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",40,"Business travel","Business",912,"5","5","5","5","4","4","5","5","5","5","5","3","5","4",0,0,"satisfied"
"Female","disloyal Customer",24,"Business travel","Eco Plus",158,"2","0","2","2","2","2","2","2","3","3","4","4","5","2",0,35,"neutral or dissatisfied"
"Female","Loyal Customer",29,"Business travel","Business",577,"5","5","5","5","4","4","4","4","5","5","4","4","4","4",0,0,"satisfied"
"Female","Loyal Customer",12,"Personal Travel","Business",1075,"2","2","2","2","3","2","3","3","1","2","3","4","3","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",48,"Business travel","Business",508,"2","2","2","2","5","4","3","2","2","2","2","2","2","1",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",26,"Business travel","Eco",295,"3","4","3","2","1","3","1","1","4","1","4","2","3","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",65,"Personal Travel","Eco",711,"3","2","2","4","1","4","4","1","1","2","1","1","1","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",44,"Personal Travel","Business",802,"3","2","3","3","3","4","3","3","3","3","3","2","3","2",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",9,"Business travel","Eco",1413,"2","2","2","3","4","2","5","4","3","4","2","3","4","4",47,27,"neutral or dissatisfied"
"Male","Loyal Customer",57,"Business travel","Eco",1723,"4","4","4","4","4","4","4","4","3","1","2","2","5","4",0,0,"satisfied"
"Male","disloyal Customer",24,"Business travel","Eco",550,"2","1","2","3","4","2","4","4","4","5","4","1","3","4",35,31,"neutral or dissatisfied"
"Male","Loyal Customer",19,"Personal Travel","Eco",116,"5","4","0","3","2","0","2","2","3","2","3","1","3","2",0,0,"satisfied"
"Female","disloyal Customer",36,"Business travel","Business",1014,"3","3","3","4","3","3","3","3","3","3","5","5","5","3",2,2,"neutral or dissatisfied"
"Male","Loyal Customer",14,"Business travel","Business",888,"2","2","2","2","2","2","2","2","1","3","3","1","4","2",5,0,"neutral or dissatisfied"
"Male","Loyal Customer",67,"Personal Travel","Eco",2295,"2","3","2","3","2","2","4","2","5","4","3","4","2","4",13,16,"neutral or dissatisfied"
"Female","Loyal Customer",11,"Personal Travel","Eco",214,"5","0","5","4","4","5","4","4","4","3","4","4","4","4",0,0,"satisfied"
"Male","Loyal Customer",25,"Personal Travel","Eco",456,"2","5","2","4","1","2","1","1","5","4","5","4","4","1",30,65,"neutral or dissatisfied"
"Male","Loyal Customer",23,"Business travel","Business",1012,"4","4","4","4","4","4","4","4","5","5","4","4","4","4",8,12,"satisfied"
"Female","disloyal Customer",28,"Business travel","Business",2342,"4","3","3","3","3","3","1","3","5","2","3","4","5","3",0,5,"satisfied"
"Female","disloyal Customer",21,"Business travel","Eco",325,"5","0","4","2","5","4","5","5","5","4","5","4","5","5",0,0,"satisfied"
"Female","Loyal Customer",32,"Business travel","Business",480,"1","1","1","1","4","4","4","4","3","3","4","5","4","4",0,0,"satisfied"
"Male","Loyal Customer",33,"Personal Travel","Eco",639,"1","2","1","4","3","1","3","3","1","5","3","1","3","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",57,"Business travel","Eco",2399,"3","4","2","4","3","3","3","4","3","4","3","3","2","3",334,326,"neutral or dissatisfied"
"Male","disloyal Customer",47,"Business travel","Business",480,"3","3","3","5","3","3","3","3","5","2","5","3","4","3",34,27,"neutral or dissatisfied"
"Male","disloyal Customer",23,"Business travel","Eco",539,"2","5","2","5","5","2","5","5","4","5","3","1","2","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",40,"Business travel","Eco",1023,"2","4","3","4","2","1","2","2","3","4","4","3","3","2",7,0,"neutral or dissatisfied"
"Female","Loyal Customer",69,"Personal Travel","Eco",1542,"4","5","4","2","3","4","5","5","5","4","5","5","5","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",61,"Personal Travel","Eco",332,"1","5","1","4","5","4","5","2","2","1","2","4","2","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",45,"Personal Travel","Eco",328,"3","0","3","1","5","3","5","5","3","3","5","5","4","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",29,"Business travel","Business",2117,"3","3","3","3","4","4","4","4","3","3","4","5","4","4",26,25,"satisfied"
"Male","Loyal Customer",48,"Business travel","Eco Plus",304,"3","4","4","4","3","3","3","3","2","3","4","4","4","3",33,12,"neutral or dissatisfied"
"Male","Loyal Customer",49,"Business travel","Business",404,"2","2","2","2","3","5","5","5","5","5","5","5","5","4",0,0,"satisfied"
"Female","Loyal Customer",29,"Personal Travel","Eco",331,"3","5","3","4","4","3","4","4","4","4","5","4","5","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",46,"Business travel","Business",2386,"2","2","3","2","2","5","5","5","5","5","5","5","5","3",0,2,"satisfied"
"Male","Loyal Customer",28,"Business travel","Business",2425,"3","3","3","3","5","4","5","5","4","3","5","5","1","5",0,0,"satisfied"
"Female","Loyal Customer",27,"Personal Travel","Eco",679,"2","4","2","3","1","2","1","1","5","5","5","3","4","1",5,9,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Business travel","Business",591,"2","2","2","2","2","4","5","5","5","5","5","5","5","3",42,28,"satisfied"
"Male","Loyal Customer",29,"Personal Travel","Eco",366,"3","1","3","4","1","3","1","1","2","5","3","2","3","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",39,"Business travel","Eco",421,"4","4","3","4","4","4","4","4","4","3","3","3","1","4",0,0,"satisfied"
"Male","Loyal Customer",35,"Business travel","Business",1773,"1","1","1","1","5","5","4","5","5","5","5","3","5","5",0,0,"satisfied"
"Female","Loyal Customer",32,"Personal Travel","Eco Plus",2762,"3","0","3","5","3","2","3","3","2","5","4","3","5","3",0,16,"neutral or dissatisfied"
"Male","Loyal Customer",57,"Business travel","Eco",436,"3","5","5","5","3","3","3","3","3","5","4","4","3","3",0,6,"neutral or dissatisfied"
"Female","disloyal Customer",42,"Business travel","Business",689,"2","2","2","3","5","2","5","5","5","3","5","3","5","5",3,0,"neutral or dissatisfied"
"Female","Loyal Customer",44,"Business travel","Business",2454,"4","4","4","4","2","4","4","2","2","2","2","5","2","5",0,0,"satisfied"
"Male","Loyal Customer",7,"Personal Travel","Eco",1504,"3","5","3","3","1","3","1","1","3","2","1","1","4","1",18,16,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Personal Travel","Eco",594,"4","1","4","4","1","4","3","5","5","4","5","1","5","2",5,10,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Personal Travel","Eco",1009,"3","4","3","4","5","3","5","5","5","5","5","3","4","5",0,3,"neutral or dissatisfied"
"Male","Loyal Customer",49,"Business travel","Business",1750,"2","2","2","2","5","3","4","3","3","3","2","3","3","3",0,2,"neutral or dissatisfied"
"Male","Loyal Customer",31,"Business travel","Business",347,"2","2","2","2","4","4","4","4","5","2","4","3","4","4",0,0,"satisfied"
"Male","disloyal Customer",26,"Business travel","Eco",300,"2","0","2","2","2","2","2","2","1","1","3","4","2","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",57,"Personal Travel","Eco",1091,"3","3","3","3","4","5","1","4","4","3","4","4","4","1",0,15,"neutral or dissatisfied"
"Male","Loyal Customer",48,"Business travel","Business",1504,"2","4","4","4","2","1","2","2","2","2","2","3","2","4",0,2,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Personal Travel","Eco",351,"0","4","0","1","5","5","5","5","5","0","4","5","5","4",0,0,"satisfied"
"Male","Loyal Customer",9,"Personal Travel","Eco",2917,"2","3","2","4","1","2","1","1","1","5","4","2","4","1",9,2,"neutral or dissatisfied"
"Female","Loyal Customer",40,"Business travel","Business",231,"3","3","3","3","2","4","5","5","5","5","5","3","5","4",0,0,"satisfied"
"Female","Loyal Customer",69,"Personal Travel","Eco Plus",531,"1","4","1","3","5","5","4","2","2","1","1","3","2","3",0,8,"neutral or dissatisfied"
"Male","Loyal Customer",70,"Personal Travel","Eco",471,"2","4","4","5","3","4","3","3","3","5","4","3","5","3",43,66,"neutral or dissatisfied"
"Male","Loyal Customer",16,"Personal Travel","Eco",192,"4","5","4","2","4","4","4","4","3","2","5","4","5","4",49,51,"neutral or dissatisfied"
"Male","Loyal Customer",44,"Personal Travel","Business",305,"1","5","1","2","3","4","5","1","1","1","1","4","1","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",53,"Personal Travel","Eco",925,"3","5","3","2","5","4","4","2","2","3","2","4","2","5",29,9,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Personal Travel","Eco",721,"4","4","4","1","3","2","2","5","5","4","5","4","5","3",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",22,"Business travel","Eco",517,"5","0","5","4","4","5","4","4","5","5","5","3","4","4",54,51,"satisfied"
"Female","Loyal Customer",31,"Business travel","Business",2548,"3","1","1","1","3","3","3","3","2","5","3","2","4","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",28,"Personal Travel","Eco",163,"4","5","4","5","1","4","1","1","5","2","5","3","4","1",0,0,"satisfied"
"Male","Loyal Customer",36,"Personal Travel","Eco Plus",2614,"1","3","1","4","2","1","2","2","2","4","2","1","3","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",45,"Personal Travel","Eco",931,"3","5","3","2","3","5","4","5","5","3","5","4","5","3",0,3,"neutral or dissatisfied"
"Male","disloyal Customer",20,"Business travel","Eco",1103,"3","3","3","4","5","3","5","5","1","5","4","2","1","5",2,0,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Business travel","Business",1867,"2","2","2","2","2","2","2","2","1","1","2","1","3","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",68,"Personal Travel","Eco",1086,"5","2","5","4","4","5","4","4","4","4","4","3","4","4",0,0,"satisfied"
"Male","disloyal Customer",26,"Business travel","Eco",448,"4","0","4","3","3","4","1","3","4","2","2","3","3","3",0,0,"satisfied"
"Male","disloyal Customer",24,"Business travel","Eco",737,"0","0","0","1","2","0","4","2","5","2","4","5","5","2",0,2,"satisfied"
"Female","Loyal Customer",53,"Business travel","Business",228,"2","2","2","2","2","4","5","5","5","5","5","3","5","5",1,0,"satisfied"
"Female","Loyal Customer",24,"Personal Travel","Eco",73,"3","5","0","2","3","0","1","3","2","3","3","1","2","3",7,0,"neutral or dissatisfied"
"Female","Loyal Customer",54,"Business travel","Business",728,"3","3","3","3","3","4","4","4","4","4","4","5","4","4",0,0,"satisfied"
"Male","disloyal Customer",23,"Business travel","Eco",576,"3","4","3","3","4","3","2","4","3","2","3","1","5","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Business travel","Business",293,"5","5","5","5","5","4","5","5","5","5","5","3","5","3",25,36,"satisfied"
"Male","Loyal Customer",41,"Business travel","Business",3639,"3","3","3","3","4","2","5","4","4","4","4","1","4","1",0,0,"satisfied"
"Female","Loyal Customer",58,"Business travel","Business",2121,"0","4","0","4","1","2","3","1","1","1","1","5","1","2",12,8,"satisfied"
